2153,"menstrual irregularities","menstrual irregularities"
2154,"menstrual irregularity","menstrual irregularity"
2155,"mental changes","mental"
2156,"mental confusion","mental confusion"
2157,"mental impairment","mental impairment"
2158,"mental status change","mental status"
2159,"Merkel cell carcinoma","Merkel cell carcinoma"
2160,"Merkell cell carcinoma","Merkell cell carcinoma"
2161,"metabolic acidosis","metabolic acidosis"
2162,"metabolic changes","metabolic"
2163,"metabolic disorder","metabolic"
2164,"metabolic effects","metabolic"
2165,"metallic or garlic-like aftertaste","metallic garlic-like aftertaste"
2166,"metallic taste","metallic taste"
2167,"metastatic","metastatic"
2168,"methaemoglobinaemia","methaemoglobinaemia"
2169,"metrorrhagia","metrorrhagia"
2170,"Mg","Mg"
2171,"MI","MI"
2172,"microcyst","microcyst"
2173,"microscopic colitis","microscopic colitis"
2174,"microvascular thrombosis","microvascular thrombosis"
2175,"micturition abnormality","micturition"
2176,"micturition urgency","micturition urgency"
2177,"migraine","migraine"
2191,"minor bleed","minor bleed"
2192,"minor EEG change","minor EEG"
2193,"miosis","miosis"
2194,"miscarriage","miscarriage"
2195,"mitochondrial dysfunction in infants exposed in utero/ postnatally","mitochondrial infants exposed utero/ postnatally"
2196,"mitochondrial toxicity","mitochondrial toxicity"
2197,"mixed liver injury","mixed liver injury"
2198,"mod weight loss","mod weight"
2200,"molluscoid pseudotumour","molluscoid pseudotumour"
2201,"monilial infection","monilial"
2202,"moniliasis","moniliasis"
2203,"mood","mood"
2204,"mood alteration","mood alteration"
2205,"mood change","mood"
2206,"mood disturbance","mood"
2207,"mood elevation","mood elevation"
2208,"mood swings","mood swings"
2209,"moon face","moon face"
2210,"motility disorder","motility"
2211,"motor dysfunction","motor"
2212,"motor neuropathy","motor neuropathy"
2213,"motor restlessness","motor restlessness"
2214,"motor tic","motor tic"
2215,"motor weakness","motor weakness"
2216,"mouth disorder","mouth"
2217,"mouth oedema","mouth oedema"
2218,"mouth ulcer","mouth ulcer"
2219,"mouth/ tongue thickness","mouth/ tongue thickness"
2220,"movement disorder","movement"
2221,"MS relapse","MS relapse"
2222,"mucocutaneous effects","mucocutaneous"
2223,"mucocutaneous epistaxis","mucocutaneous epistaxis"
2224,"mucormycosis","mucormycosis"
2225,"mucosal candidiasis","mucosal candidiasis"
2226,"mucosal inflammation","mucosal inflammation"
2227,"mucosal lesion","mucosal lesion"
2228,"mucosal reaction","mucosal"
2229,"mucosal ulcer","mucosal ulcer"
2230,"mucosal ulceration","mucosal ulceration"
2231,"mucositis","mucositis"
2232,"mucous irritation ","mucous irritation "
2233,"mucous membrane","mucous membrane"
2234,"multiforme","multiforme"
2235,"multiorgan failure","multiorgan"
2236,"multiorgan hypersensitivity","multiorgan hypersensitivity"
2237,"multiorgan hypersensitivity reaction","multiorgan hypersensitivity"
2238,"multiple organ failure","multiple organ"
2239,"multiple pregnancy","multiple pregnancy"
2240,"multisystem hypersensitivity","multisystem hypersensitivity"
2241,"Muscarinic and nicotinic effects","Muscarinic nicotinic"
2242,"muscle cramps","muscle cramps"
2243,"muscle dyskinesia","muscle dyskinesia"
2244,"muscle fasciculation","muscle fasciculation"
2245,"muscle pain","muscle pain"
2246,"muscle rigidity","muscle rigidity"
2247,"muscle spasm","muscle spasm"
2248,"muscle spasms","muscle spasms"
2249,"muscle spasticity","muscle spasticity"
2250,"muscle twitch","muscle twitch"
2251,"muscle twitching","muscle twitching"
2252,"muscle wasting","muscle wasting"
2253,"muscle weakness","muscle weakness"
2254,"muscle/ joint pain","muscle/ joint pain"
2255,"muscoluskeletal pain","muscoluskeletal pain"
2256,"muscular atrophy","muscular atrophy"
2257,"muscular contractions","muscular contractions"
2258,"muscular disorders","muscular"
2259,"muscular incoordination","muscular incoordination"
2260,"muscular irritation","muscular irritation"
2261,"muscular rigidity","muscular rigidity"
2262,"muscular weakness","muscular weakness"
2263,"musculoskeletal disturbance","musculoskeletal"
2264,"musculoskeletal pain","musculoskeletal pain"
2265,"musculoskeletal stiffness","musculoskeletal stiffness"
2266,"musculoskeletal symptoms","musculoskeletal"
2267,"musculoskeletal weakness","musculoskeletal weakness"
2268,"myalgia","myalgia"
2269,"myasthenia","myasthenia"
2270,"myasthenia gravis","myasthenia gravis"
2271,"myasthenia gravis aggravation","myasthenia gravis aggravation"
2272,"mycotic","mycotic"
2273,"mydriasis","mydriasis"
2274,"Myelo/ immunosuppression","Myelo/ immunosuppression"
2275,"myelodysplasia","myelodysplasia"
2276,"myelodysplastic","myelodysplastic"
2277,"myelodysplastic disease )","myelodysplastic )"
2278,"myelodysplastic syndrome","myelodysplastic"
2279,"myeloid leukaemia","myeloid leukaemia"
2280,"myeloproliferative disorder","myeloproliferative"
2281,"myelosuppresion","myelosuppresion"
2282,"myelosuppression","myelosuppression"
2283,"myelosupression","myelosupression"
2284,"myelotoxicity","myelotoxicity"
2285,"myo/ pericarditis","myo/ pericarditis"
2286,"myocardial","myocardial"
2287,"myocardial depression","myocardial depression"
2288,"myocardial ischaemia","myocardial ischaemia"
2289,"myocardial reinfarction","myocardial reinfarction"
2290,"myocardial toxicity","myocardial toxicity"
2291,"myocarditis","myocarditis"
2292,"myoclonic activity","myoclonic activity"
2293,"myoclonic jerks","myoclonic jerks"
2294,"myoclonic movement","myoclonic movement"
2295,"myoclonus","myoclonus"
2296,"myodesopsia","myodesopsia"
2297,"myoglobinuria","myoglobinuria"
2298,"myopathy","myopathy"
2299,"myopia","myopia"
2300,"myositis","myositis"
2301,"N depletion","N depletion"
2302,"Na","Na"
2303,"Na retention","Na retention"
2304,"nail","nail"
2305,"nail atrophy","nail atrophy"
2306,"nail bed disorders","nail bed"
2307,"nail change","nail"
2308,"nail disorder","nail"
2309,"nail fragility","nail fragility"
2310,"nail pigmentation","nail pigmentation"
2311,"nail toxicity","nail toxicity"
2312,"NAION","NAION"
2313,"narrow angle glaucoma","narrow angle glaucoma"
2314,"nasal congestion","nasal congestion"
2315,"nasal dryness","nasal dryness"
2316,"nasal irritation","nasal irritation"
2317,"nasal mucosa irritation","nasal mucosa irritation"
2318,"nasal oedema","nasal oedema"
2319,"nasal septum perforation","nasal septum perforation"
2320,"nasal stinging","nasal stinging"
2321,"nasal stuffiness","nasal stuffiness"
2322,"nasal ulcer","nasal ulcer"
2323,"nasaopharyngitis","nasaopharyngitis"
2324,"nasopharyngeal candidiasis","nasopharyngeal candidiasis"
2325,"nasopharyngitis","nasopharyngitis"
2327,"nausea","nausea"
2328,"neck pain","neck pain"
2329,"neck/ muscle/ jaw pain","neck/ muscle/ jaw pain"
2330,"necrosis","necrosis"
2331,"necrotising colitis","necrotising colitis"
2332,"necrotising fasciitis","necrotising fasciitis"
2333,"neonatal drug withdrawal syndrome","neonatal drug withdrawal"
2334,"neonatal hyponatraemia","neonatal hyponatraemia"
2335,"neonatal vomiting","neonatal vomiting"
2336,"neonate withdrawal syndrome","neonate withdrawal"
2337,"neoplasm","neoplasm"
2338,"neoplasm progression","neoplasm progression"
2339,"neoplasm risk","neoplasm"
2340,"neoplastic events","neoplastic events"
2341,"neovascularisation","neovascularisation"
2342,"nephritis","nephritis"
2343,"nephrocalcinosis","nephrocalcinosis"
2344,"nephrogenic systemic fibrosis","nephrogenic systemic fibrosis"
2345,"nephrolithiasis","nephrolithiasis"
2346,"nephrolithiasis/ urolithiasis","nephrolithiasis/ urolithiasis"
2347,"nephropathies","nephropathies"
2348,"nephropathy","nephropathy"
2349,"nephrosis","nephrosis"
2350,"nephrotic syndrome","nephrotic"
2351,"nephrotic syndrome relapse","nephrotic relapse"
2352,"nephrotoxicity","nephrotoxicity"
2353,"nerve damage","nerve damage"
2354,"nerve deafness","nerve deafness"
2355,"nervous system","nervous system"
2356,"nervous system disorders","nervous system"
2357,"nervous system effects","nervous system"
2358,"nervousness","nervousness"
2359,"neuralgia","neuralgia"
2360,"neuraxial haematoma","neuraxial haematoma"
2361,"neuritis","neuritis"
2362,"neuro/ cardiomyopathy","neuro/ cardiomyopathy"
2363,"neurocysticercosis symptom exacerbation","neurocysticercosis symptom"
2364,"neurological disorder","neurological"
2365,"neurological disturbance","neurological"
2366,"neurological effects","neurological"
2367,"neurological event","neurological"
2368,"neurological reaction","neurological"
2369,"neurological symptoms","neurological"
2370,"neuromuscular","neuromuscular"
2371,"neuromuscular blockade","neuromuscular blockade"
2372,"neuromuscular change","neuromuscular"
2373,"neuromuscular disorder","neuromuscular"
2374,"neuromuscular disturbance","neuromuscular"
2375,"neuromuscular effects","neuromuscular"
2376,"neuropathic pain","neuropathic pain"
2377,"neuropathy","neuropathy"
2378,"neuropsychiatric effects","neuropsychiatric"
2379,"neuropsychiatric event","neuropsychiatric"
2380,"neuroretinitis","neuroretinitis"
2381,"neurosensory symptoms","neurosensory"
2382,"neurotoxicity","neurotoxicity"
2383,"neurotropic","neurotropic"
2384,"neutralising","neutralising"
2385,"neutralising Ab","neutralising Ab"
2386,"Neutralising Ab formation","Neutralising Ab formation"
2387,"Neutropenia","Neutropenia"
2388,"neutropenia- agranulocytosis","neutropenia- agranulocytosis"
2390,"neutropenic colitis","neutropenic colitis"
2391,"neutropenic sepsis","neutropenic sepsis"
2392,"new arrhythmia","arrhythmia"
2393,"new ischaemic stroke","ischaemic stroke"
2394,"new migraine onset","migraine onset"
2395,"new onset diabetes","onset diabetes"
2396,"new onset psoriasis exacerbation","onset psoriasis"
2398,"new onset skin cancer risk","onset skin cancer"
2399,"new/ worsening psoriasis","new/ psoriasis"
2400,"newly diagnosed neoplasm","newly diagnosed neoplasm"
2401,"nicotinic effects","nicotinic"
2402,"night sweats","night sweats"
2403,"night terror","night terror"
2404,"nightmares","nightmares"
2405,"NMS","NMS"
2406,"NMS-like reaction","NMS-like"
2407,"NMS-like syndrome","NMS-like"
2408,"nocturia","nocturia"
2409,"nocturnal enuresis","nocturnal enuresis"
2410,"nocturnal excitation","nocturnal excitation"
2411,"nodules","nodules"
2412,"noncardiac chest pain","noncardiac chest pain"
2413,"noncirrhotic portal hypertension","noncirrhotic portal hypertension"
2414,"nonconvulsive status epilepticus","nonconvulsive status epilepticus"
2415,"noncutaneous malignancy","noncutaneous malignancy"
2416,"nonfatal MI","nonfatal MI"
2417,"nonmelanoma skin cancer","nonmelanoma skin cancer"
2418,"nonocular wound infection/ inflammation","nonocular wound infection/ inflammation"
2419,"nonspecific pain","nonspecific pain"
2420,"nonsustained tachy/ bradycardia","nonsustained tachy/ bradycardia"
2421,"normal donors","normal donors"
2422,"NSF","NSF"
2423,"nuclear cataract","nuclear cataract"
2424,"numb fingers","numb fingers"
2425,"numb sensation in extremities","numb sensation extremities"
2426,"numbness","numbness"
2427,"nystagmus","nystagmus"
2428,"O2 desaturation","O2 desaturation"
2429,"OA","OA"
2430,"obesity","obesity"
2431,"obsessive thoughts","obsessive thoughts"
2432,"obstruction","obstruction"
2433,"obstructive airway disorder","obstructive airway"
2434,"obstructive jaundice","obstructive jaundice"
2435,"obtundation","obtundation"
2436,"Occasional GIT distress","Occasional GIT distress"
2437,"occlusion","occlusion"
2438,"OCD","OCD"
2439,"ocukar infection","ocukar"
2440,"ocular","ocular"
2441,"ocular change","ocular"
2442,"ocular complaints","ocular complaints"
2443,"ocular discharge","ocular discharge"
2444,"ocular discomfort","ocular discomfort"
2445,"ocular disorder","ocular"
2446,"ocular disturbance","ocular"
2447,"ocular disturbances","ocular disturbances"
2448,"ocular effects","ocular"
2449,"ocular hyperaemia","ocular hyperaemia"
2450,"ocular icterus","ocular icterus"
2451,"ocular infection","ocular"
2452,"ocular irritation","ocular irritation"
2453,"ocular lesion","ocular lesion"
2454,"ocular maculopathy","ocular maculopathy"
2455,"ocular pain","ocular pain"
2456,"Ocular stinging","Ocular stinging"
2457,"ocular toxicity","ocular toxicity"
2458,"oculogyric crisis","oculogyric crisis"
2459,"odynophagia","odynophagia"
2460,"oedema","oedema"
2461,"oedema)","oedema)"
2462,"oesophageal","oesophageal"
2463,"oesophageal blockage","oesophageal blockage"
2464,"oesophageal candidiasis","oesophageal candidiasis"
2465,"oesophageal dysmotility","oesophageal dysmotility"
2466,"oesophageal erosion","oesophageal erosion"
2467,"oesophageal erosion/ stricture/ perforation","oesophageal erosion/ stricture/ perforation"
2468,"oesophageal or gastric ulcer","oesophageal gastric ulcer"
2469,"oesophageal pain","oesophageal pain"
2470,"oesophagitis","oesophagitis"
2471,"oesophagopharyngitis","oesophagopharyngitis"
2472,"OHSS","OHSS"
2473,"oiliness","oiliness"
2474,"oligohidrosis","oligohidrosis"
2475,"oligomenorrhea","oligomenorrhea"
2476,"oligomenorrhoea","oligomenorrhoea"
2477,"oligospermia","oligospermia"
2478,"oliguria","oliguria"
2479,"oncocytoma","oncocytoma"
2480,"ONJ","ONJ"
2481,"onset of proptosis","onset proptosis"
2482,"onycholysis","onycholysis"
2483,"opacification","opacification"
2484,"operative complications","operative complications"
2485,"ophthalmic calcification","ophthalmic calcification"
2486,"ophthalmic changes","ophthalmic"
2487,"ophthalmic effects","ophthalmic"
2488,"ophthalmological changes","ophthalmological"
2489,"ophthalmological disorder","ophthalmological"
2490,"Ophthalmological effects","Ophthalmological"
2491,"ophthalmological reaction","ophthalmological"
2492,"opioid withdrawal symptoms","opioid withdrawal"
2493,"opisthotonus","opisthotonus"
2494,"opportunistic infection","opportunistic"
2495,"opportunistic viral infection","opportunistic viral"
2496,"oppositional behaviour","oppositional behaviour"
2497,"optic atrophy","optic atrophy"
2498,"optic nerve changes","optic nerve"
2499,"optic nerve damage","optic nerve damage"
2500,"optic neuritis","optic neuritis"
2501,"optic neuropathy","optic neuropathy"
2502,"optical changes","optical"
2503,"oral candidiasis","oral candidiasis"
2504,"oral herpes","oral herpes"
2505,"oral hypoaesthesia","oral hypoaesthesia"
2506,"oral irritation","oral irritation"
2507,"oral mucosal blistering","oral mucosal blistering"
2508,"oral paraesthesia","oral paraesthesia"
2509,"oral thrush","oral thrush"
2510,"oral ulcer","oral ulcer"
2511,"orbital","orbital"
2512,"oro/ pharyngo/ laryngeal pain","oro/ pharyngo/ laryngeal pain"
2513,"oropharyngeal candidiasis","oropharyngeal candidiasis"
2514,"oropharyngeal irritation","oropharyngeal irritation"
2515,"oropharyngeal oedema","oropharyngeal oedema"
2516,"oropharyngeal pain","oropharyngeal pain"
2517,"oropharyngeal ulcer","oropharyngeal ulcer"
2518,"orthopnoea","orthopnoea"
2519,"orthostatic","orthostatic"
2520,"orthostatic dizziness","orthostatic dizziness"
2521,"orthostatic dysregulation","orthostatic dysregulation"
2522,"orthostatic effects","orthostatic"
2523,"orthostatic hypotension","orthostatic hypotension"
2524,"osmotic","osmotic"
2525,"osteomalacia","osteomalacia"
2526,"osteomyelitis","osteomyelitis"
2527,"osteonecrosis","osteonecrosis"
2528,"osteonecrosis of jaw","osteonecrosis jaw"
2529,"osteonecrosis of other bones","osteonecrosis other bones"
2530,"osteopenia","osteopenia"
2531,"osteoporosis","osteoporosis"
2532,"osteoporotic fracture risk","osteoporotic fracture"
2541,"otis media","otis media"
2542,"otitis","otitis"
2543,"otitis media","otitis media"
2544,"Oto/ nephro/ neurotoxicity","Oto/ nephro/ neurotoxicity"
2545,"Oto/ neuro/ nephrotoxicity","Oto/ neuro/ nephrotoxicity"
2546,"oto/ neurotoxicity","oto/ neurotoxicity"
2547,"otosclerosis related hearing loss","otosclerosis hearing"
2548,"ototoxicity","ototoxicity"
2549,"ovarian","ovarian"
2550,"ovarian cancer","ovarian cancer"
2551,"ovarian cyst","ovarian cyst"
2552,"ovarian cysts","ovarian cysts"
2553,"Ovarian disorder","Ovarian"
2554,"ovarian enlargement","ovarian enlargement"
2555,"ovarian failure","ovarian"
2556,"ovarian hyperstimulation and syndrome assoc complications","ovarian hyperstimulation complications"
2557,"ovarian hyperstimulation assoc reactions","ovarian hyperstimulation assoc"
2558,"ovarian hyperstimulation syndrome","ovarian hyperstimulation"
2559,"ovarian suppression","ovarian suppression"
2560,"ovarian torsion","ovarian torsion"
2561,"ovary/ ovarian cyst enlargement","ovary/ ovarian cyst enlargement"
2562,"Overhydration","Overhydration"
2563,"oversedation","oversedation"
2564,"overstimulation","overstimulation"
2565,"ovulation","ovulation"
2566,"ovulation delay","ovulation delay"
2567,"oxygen desaturation","oxygen desaturation"
2568,"PAH","PAH"
2569,"pain","pain"
2570,"pain in extremity","pain extremity"
2571,"painful breasts","painful breasts"
2572,"painful erection","painful erection"
2573,"painful micturition","painful micturition"
2574,"painful periods","painful periods"
2575,"painful urination","painful urination"
2576,"pallor","pallor"
2577,"palm pigmentation","palm pigmentation"
2578,"palmar plantar erythrodysaesthesia","palmar plantar erythrodysaesthesia"
2579,"palmar plantar erythrodysaesthesia syndrome","palmar plantar erythrodysaesthesia"
2580,"palmar-plantar erythrodysaesthesia","palmar-plantar erythrodysaesthesia"
2581,"palmar-plantar erythrodysaesthesia syndrome","palmar-plantar erythrodysaesthesia"
2582,"palmer-platar erythrodysaesthesia","palmer-platar erythrodysaesthesia"
2583,"palpitation","palpitation"
2584,"palpitations","palpitations"
2585,"pancreatitis","pancreatitis"
2586,"pancytopenia","pancytopenia"
2587,"panic attack","panic attack"
2588,"pantothenic acid deficiency","pantothenic acid deficiency"
2589,"papillary necrosis","papillary necrosis"
2590,"papillitis","papillitis"
2591,"papilloedema","papilloedema"
2592,"Papilloma","Papilloma"
2593,"papular","papular"
2594,"papule","papule"
2595,"papules","papules"
2596,"para/ dysaesthesia","para/ dysaesthesia"
2597,"para/ hypoaesthesia","para/ hypoaesthesia"
2598,"paradoxical bronchospasm","paradoxical bronchospasm"
2599,"paradoxical CNS stimulation","paradoxical CNS stimulation"
2600,"paradoxical excitation","paradoxical excitation"
2601,"paradoxical excitement","paradoxical excitement"
2602,"paradoxical nitrate reaction","paradoxical nitrate"
2603,"paradoxical reaction","paradoxical"
2604,"paradoxical reactions","paradoxical"
2605,"paradoxical worsening","paradoxical"
2606,"paraesthesia","paraesthesia"
2607,"paralytic ileus","paralytic ileus"
2608,"paranoid ideation","paranoid ideation"
2609,"paranoid reaction","paranoid"
2610,"paraparesis/ paraplegia","paraparesis/ paraplegia"
2611,"parasitic","parasitic"
2612,"parasomnia","parasomnia"
2613,"parenchymal lung disorder","parenchymal lung"
2614,"paresthesia","paresthesia"
2615,"parkinsonian symptoms","parkinsonian"
2616,"parkinsonism","parkinsonism"
2617,"Parkinson-like syndrome","Parkinson-like"
2618,"paroniria","paroniria"
2619,"paronychia","paronychia"
2620,"parosmia","parosmia"
2621,"parotitis","parotitis"
2622,"partial ptosis","partial ptosis"
2623,"patent ductus arteriosus","patent ductus arteriosus"
2624,"pathological gambling","pathological gambling"
2625,"PCP","PCP"
2626,"peeling","peeling"
2627,"peginterferon alpha","peginterferon alpha"
2628,"peliosis hepatis","peliosis hepatis"
2629,"pelvic pain","pelvic pain"
2630,"pemphigoid","pemphigoid"
2631,"pemphigus","pemphigus"
2632,"penile fibrosis","penile fibrosis"
2633,"penile haematoma","penile haematoma"
2634,"peptic ulcer","peptic ulcer"
2635,"peptic ulcer reactivation","peptic ulcer reactivation"
2636,"perception disturbance","perception"
2637,"perianal inflammation","perianal inflammation"
2638,"perianal itching/burning","perianal itching/burning"
2639,"periarteritis nodosa","periarteritis nodosa"
2640,"pericardial effusion","pericardial effusion"
2641,"pericarditis","pericarditis"
2642,"perilesional","perilesional"
2643,"perinatal disorder","perinatal"
2644,"perineal pain","perineal pain"
2645,"periocular/ facial oedema","periocular/ facial oedema"
2646,"periodontal disorder","periodontal"
2647,"periop hyperkalaemic cardiac arrest","periop hyperkalaemic cardiac arrest"
2648,"perioral dermatitis","perioral dermatitis"
2649,"periorbital change","periorbital"
2650,"periorbital oedema","periorbital oedema"
2651,"periorbital swelling","periorbital swelling"
2652,"periostitis","periostitis"
2653,"peripheral","peripheral"
2654,"peripheral arterial occlusive disease","peripheral arterial occlusive"
2655,"peripheral blood eosinophilia","peripheral blood eosinophilia"
2656,"peripheral coldness","peripheral coldness"
2657,"peripheral cyanosis","peripheral cyanosis"
2658,"peripheral demyelinating polyneuropathy","peripheral demyelinating polyneuropathy"
2659,"peripheral effects","peripheral"
2660,"peripheral erythema","peripheral erythema"
2661,"peripheral neuritis","peripheral neuritis"
2662,"peripheral neuropathy","peripheral neuropathy"
2663,"peripheral neuropathy headache","peripheral neuropathy headache"
2664,"peripheral oedema","peripheral oedema"
2665,"peripheral sensory","peripheral sensory"
2666,"peripheral sensory neuropathy","peripheral sensory neuropathy"
2667,"peripheral thrombophlebitis","peripheral thrombophlebitis"
2668,"peripheral vascular disease","peripheral vascular"
2669,"peripheral vasoconstriction","peripheral vasoconstriction"
2670,"peripheral vasospasm","peripheral vasospasm"
2671,"peritonitis","peritonitis"
2672,"periventricular leucomalacia","periventricular leucomalacia"
2673,"peroneal nerve palsy","peroneal nerve palsy"
2674,"persistent","persistent"
2676,"persisting induration at inj site","persisting induration at inj"
2677,"personality change","personality"
2678,"personality disorder","personality"
2679,"perspiration","perspiration"
2680,"petechiae","petechiae"
2681,"Peyronie disease","Peyronie"
2682,"phacodenesis","phacodenesis"
2683,"pharyngeal discomfort","pharyngeal discomfort"
2684,"pharyngeal pain","pharyngeal pain"
2685,"pharyngitis","pharyngitis"
2686,"pharyngitis/ nasopharyngitis","pharyngitis/ nasopharyngitis"
2687,"pharyngolaryngeal dysaesthesia","pharyngolaryngeal dysaesthesia"
2688,"pharyngolaryngeal pain","pharyngolaryngeal pain"
2689,"pheochromocytoma crisis","pheochromocytoma crisis"
2690,"phlebetic symptoms","phlebetic"
2691,"phlebitis","phlebitis"
2692,"phlebosclerosis","phlebosclerosis"
2693,"phonic tic","phonic tic"
2694,"Phosphene","Phosphene"
2695,"photo/ hypersensitivity","photo/ hypersensitivity"
2696,"photoallergy","photoallergy"
2697,"photo-onycholysis","photo-onycholysis"
2698,"photophobia","photophobia"
2699,"photopsia","photopsia"
2700,"photosensitisation","photosensitisation"
2701,"photosensitivity","photosensitivity"
2702,"photosensitivity reaction","photosensitivity"
2703,"phototoxicity","phototoxicity"
2704,"physical dependence","physical dependence"
2705,"PI for daclatasvir","PI for daclatasvir"
2706,"pigmentary retinopathy","pigmentary retinopathy"
2707,"pigmentation change","pigmentation"
2708,"pigmentation disorder","pigmentation"
2709,"pigmented aqueous floaters","pigmented aqueous floaters"
2710,"pimples","pimples"
2711,"pinching sensation","pinching sensation"
2712,"pituitary haemorrhage/ infarction","pituitary haemorrhage/ infarction"
2713,"pituitary tumour","pituitary tumour"
2714,"pituitary-adrenal axis suppression","pituitary-adrenal axis suppression"
2715,"pituitary-adrenal suppression","pituitary-adrenal suppression"
2716,"PJP","PJP"
2717,"plasma lipid changes","plasma lipid"
2718,"Plasma volume depletion","Plasma volume depletion"
2719,"plasmacytoma","plasmacytoma"
2720,"platelet counts","platelet counts"
2721,"platelets","platelets"
2722,"pleural effusion","pleural effusion"
2723,"pleural effusion with associated eosinophilia","pleural effusion associated eosinophilia"
2724,"pleural effusion/ thickening","pleural effusion/ thickening"
2725,"pleuritic pain","pleuritic pain"
2726,"pleuritis","pleuritis"
2727,"pleuropulmonary fibrosis","pleuropulmonary fibrosis"
2728,"pleurothotonus","pleurothotonus"
2729,"PML","PML"
2730,"PMT symptoms","PMT"
2731,"pneumatosis cystoides intestinalis","pneumatosis cystoides intestinalis"
2732,"Pneumocystis carinii","Pneumocystis carinii"
2733,"Pneumocystis jirovecii","Pneumocystis jirovecii"
2734,"pneumocystis pneumonia","pneumocystis pneumonia"
2735,"pneumonia","pneumonia"
2736,"pneumonia/ pneumonitis","pneumonia/ pneumonitis"
2737,"pneumonitis","pneumonitis"
2739,"pollakiuria","pollakiuria"
2740,"polycystic ovaries","polycystic ovaries"
2741,"polycythaemia","polycythaemia"
2742,"polydipsia","polydipsia"
2743,"polymyalgia rheumatica","polymyalgia rheumatica"
2744,"polymyositis","polymyositis"
2745,"polyneuritis","polyneuritis"
2746,"polyneuropathy","polyneuropathy"
2747,"polyp","polyp"
2748,"polyradiculoneuritis","polyradiculoneuritis"
2749,"polyserositis","polyserositis"
2750,"polyuria","polyuria"
2751,"poor balance","poor balance"
2752,"poor seminal quality","poor seminal quality"
2753,"porphyria","porphyria"
2754,"porphyria cutanea tarda","porphyria cutanea tarda"
2755,"poss cancer","poss cancer"
2756,"poss incr CV event risk","poss CV event"
2757,"poss incr malignancy risk","poss malignancy"
2758,"poss insomnia","poss insomnia"
2759,"poss laxative effect","poss laxative"
2760,"posterior leucoencephalopathy syndrome","posterior leucoencephalopathy"
2761,"posterior reversible encephalopathy syndrome","posterior reversible encephalopathy"
2762,"posterior reversible encephalopathy syndrome/ reversible posterior leukoencephalopathy syndrome","posterior reversible encephalopathy/ reversible posterior leukoencephalopathy"
2763,"posterior subcapsular","posterior subcapsular"
2764,"posterior subcapsular cataract","posterior subcapsular cataract"
2765,"posterior subcapsular cataracts","posterior subcapsular cataracts"
2766,"postinflammatory pigmentation changes","postinflammatory pigmentation"
2767,"postinhalation","postinhalation"
2768,"Postinj reaction","Postinj"
2769,"postmenopausal spotting","postmenopausal spotting"
2770,"postnasal drip","postnasal drip"
2771,"postop anaemia","postop anaemia"
2772,"postop infection","postop"
2773,"postop infection risk","postop"
2774,"postop restlessness","postop restlessness"
2775,"postop unconsciousness","postop unconsciousness"
2776,"postpartum DIC","postpartum DIC"
2777,"postpartum haemorrhage","postpartum haemorrhage"
2778,"postprocedural bleeding","postprocedural bleeding"
2779,"postspinal headache","postspinal headache"
2780,"post-treatment HBV reactivation","post-treatment HBV reactivation"
2781,"post-treatment hepatitis exacerbation","post-treatment hepatitis"
2782,"postural","postural"
2783,"postural dizziness","postural dizziness"
2784,"Postural hypotension","Postural hypotension"
2785,"potential deposition in bone","potential deposition bone"
2786,"potential incr risk CV","potential CV"
2787,"potential transformation to myeloid malignancy","potential transformation to myeloid malignancy"
2788,"PR interval prolongation","PR interval prolongation"
2789,"PR prolongation","PR prolongation"
2790,"PRCA","PRCA"
2791,"precipitation","precipitation"
2792,"precocious sexual development","precocious sexual development"
2793,"premature epiphyseal closure","premature epiphyseal closure"
2794,"premature menopause","premature menopause"
2795,"premature placental separation","premature placental separation"
2796,"premenstrual symptoms","premenstrual"
2797,"PRES","PRES"
2798,"pressure in throat","pressure throat"
2799,"pressure sensation","pressure sensation"
2800,"priapism","priapism"
2801,"prickling sensation","prickling sensation"
2802,"primary graft dysfunction","primary graft"
2803,"primary melanoma","primary melanoma"
2804,"Proarrhythmic effects","Proarrhythmic"
2805,"procedural complications","procedural complications"
2806,"procedural hypotension","procedural hypotension"
2807,"procedural pain","procedural pain"
2808,"proctitis","proctitis"
2809,"profound paralysis","profound paralysis"
2810,"profuse sweating","profuse sweating"
2811,"progressive azotaemia","progressive azotaemia"
2812,"prolonged APPT","APPT"
2813,"prolonged APTT","APTT"
2814,"prolonged B-cell depletion","B-cell depletion"
2815,"prolonged bleeding time","bleeding time"
2816,"prolonged carotid sinus hypersensitivity","carotid sinus hypersensitivity"
2817,"Prolonged erection","erection"
2818,"prolonged incr LFT","LFT"
2819,"prolonged menstruation","menstruation"
2820,"Prolonged neuromuscular block","neuromuscular block"
2821,"prolonged pancytopenia","pancytopenia"
2822,"prolonged paralysis","paralysis"
2823,"prolonged PR interval","PR interval"
2824,"prolonged PT","PT"
2825,"prolonged QT","QT"
2826,"prolonged QT interval","QT interval"
2827,"prolonged recovery","recovery"
2828,"prolonged respiratory depression","respiratory depression"
2829,"prolonged respiratory failure","respiratory"
2830,"prolonged somnolence","somnolence"
2831,"prolonged weakness","weakness"
2832,"proptosis","proptosis"
2833,"prostate disorder","prostate"
2834,"prostatic abscess","prostatic abscess"
2835,"prostatitis","prostatitis"
2836,"prostration","prostration"
2837,"protease inhibitor cross resistance","protease inhibitor cross resistance"
2838,"proteinuria","proteinuria"
