1142,1137,"pneumococcal vaccine","fever","60 very common","","","","","",""
1482,2838,"vorinostat","proteinuria","40 poss","","","","","",""
1482,1764,"vorinostat","incr serum creatinine","40 poss","","","","","",""
1482,1444,"vorinostat","hyperglycaemia","40 poss","","","","","",""
1482,1234,"vorinostat","GI upset","40 poss","","","","","",""
1482,1116,"vorinostat","fatigue","40 poss","","","","","",""
1482,798,"vorinostat","dehydration","40 poss","","","","","",""
1482,796,"vorinostat","Deep Vein Thombosis","40 poss","","","","","",""
1482,520,"vorinostat","chills","40 poss","","","","","",""
1482,2885,"vorinostat","pulmonary embolism","40 poss","","","","","",""
1483,1116,"vortioxetine","fatigue","40 poss","","","","","",""
1483,257,"vortioxetine","arthralgia","40 poss","","","","","",""
1483,270,"vortioxetine","asthenia","40 poss","","","","","",""
1483,304,"vortioxetine","back pain","40 poss","","","","","",""
1483,355,"vortioxetine","bleeding","40 poss","","","","","",""
1483,705,"vortioxetine","decr appetite","40 poss","","","","","",""
1483,2325,"vortioxetine","nasopharyngitis","40 poss","","","","","",""
1483,3323,"vortioxetine","somnolence","40 poss","","","","","",""
1483,3232,"vortioxetine","sexual dysfunction","40 poss","","","","","",""
1483,3189,"vortioxetine","serotonin syndrome","40 poss","","","","","",""
1483,3150,"vortioxetine","seizure","40 poss","","","","","",""
1483,3149,"vortioxetine","sedation","40 poss","","","","","",""
1483,2842,"vortioxetine","pruritus","40 poss","","","","","",""
1483,890,"vortioxetine","dizziness","40 poss","","","","","",""
1483,2327,"vortioxetine","nausea","40 poss","","","","","",""
1483,908,"vortioxetine","dry mouth","40 poss","","","","","",""
1483,1445,"vortioxetine","hyperhidrosis","40 poss","","","","","",""
1483,1316,"vortioxetine","headache","40 poss","","","","","",""
1483,1234,"vortioxetine","GI upset","40 poss","","","","","",""
1483,1197,"vortioxetine","gastroenteritis","40 poss","","","","","",""
1483,1163,"vortioxetine","flu-like illness","40 poss","","","","","",""
1483,1862,"vortioxetine","insomnia","40 poss","","","","","",""
1483,2405,"vortioxetine","NMS","40 poss","","","","","",""
1484,3268,"warfarin sodium","Skin discolouration","40 poss","","","","","",""
1484,3538,"warfarin sodium","tissue necrosis","40 poss","","","","","",""
1484,3286,"warfarin sodium","skin reactions","40 poss","","","","","",""
1484,2906,"warfarin sodium","purple toes syndrome","40 poss","","","","","",""
1484,2800,"warfarin sodium","priapism","40 poss","","","","","",""
1484,1344,"warfarin sodium","hepatic effects","40 poss","","","","","",""
1484,1294,"warfarin sodium","haemorrhage","40 poss","","","","","",""
1484,1234,"warfarin sodium","GI upset","40 poss","","","","","",""
1484,1137,"warfarin sodium","fever","40 poss","","","","","",""
1484,3424,"warfarin sodium","systemic cholesterol microembolism complications","40 poss","","","","","",""
1489,2327,"xylometazoline hydrochloride","nausea","40 poss","","","","","",""
1489,899,"xylometazoline hydrochloride","drowsiness","40 poss","","","","","",""
1489,910,"xylometazoline hydrochloride","dry nose","40 poss","","","","","",""
1489,913,"xylometazoline hydrochloride","dryness","40 poss","","","","","",""
1489,1316,"xylometazoline hydrochloride","headache","40 poss","","","","","",""
1489,1862,"xylometazoline hydrochloride","insomnia","40 poss","","","","","",""
1489,452,"xylometazoline hydrochloride","cardiac arrhythmia","40 poss","","","","","",""
1489,2316,"xylometazoline hydrochloride","nasal irritation","40 poss","","","","","",""
1489,152,"xylometazoline hydrochloride","allergy","40 poss","","","","","",""
1489,2942,"xylometazoline hydrochloride","raised BP","40 poss","","","","","",""
1489,2975,"xylometazoline hydrochloride","rebound congestion","40 poss","","","","","",""
1489,3314,"xylometazoline hydrochloride","sneezing","40 poss","","","","","",""
1489,3357,"xylometazoline hydrochloride","stinging sensation","40 poss","","","","","",""
1489,3487,"xylometazoline hydrochloride","throat burning","40 poss","","","","","",""
1489,3601,"xylometazoline hydrochloride","transient visual disturbance","40 poss","","","","","",""
1489,3607,"xylometazoline hydrochloride","tremor","40 poss","","","","","",""
1489,2019,"xylometazoline hydrochloride","lightheadedness","40 poss","","","","","",""
1489,890,"xylometazoline hydrochloride","dizziness","40 poss","","","","","",""
1490,1234,"yellow fever vaccine","GI upset","40 poss","","","","","",""
1490,270,"yellow fever vaccine","asthenia","40 poss","","","","","",""
1490,2054,"yellow fever vaccine","Local reaction","40 poss","","","","","",""
1490,2091,"yellow fever vaccine","lymphadenopathy","40 poss","","","","","",""
1490,2268,"yellow fever vaccine","myalgia","40 poss","","","","","",""
1490,2914,"yellow fever vaccine","pyrexia","40 poss","","","","","",""
1490,3586,"yellow fever vaccine","transient leocopenia","40 poss","","","","","",""
1490,1316,"yellow fever vaccine","headache","40 poss","","","","","",""
1491,812,"zanamivir","delirium","40 poss","","","","","",""
1491,3045,"zanamivir","respiratory function decline","40 poss","","","","","",""
1491,2379,"zanamivir","neuropsychiatric event","40 poss","","","","","",""
1491,890,"zanamivir","dizziness","40 poss","","","","","",""
1491,423,"zanamivir","bronchospasm","40 poss","","","","","",""
1491,15,"zanamivir","abnormal behaviour","40 poss","","","","","",""
1491,1234,"zanamivir","GI upset","40 poss","","","","","",""
1492,1567,"zidovudine","immune reconstitution syndrome","40 poss","","","","","",""
1492,1467,"zidovudine","hypersensitivity","40 poss","","","","","",""
1492,3494,"zidovudine","thrombocytopenia","40 poss","","","","","",""
1492,2586,"zidovudine","pancytopenia","40 poss","","","","","",""
1492,2585,"zidovudine","pancreatitis","40 poss","","","","","",""
1492,2268,"zidovudine","myalgia","40 poss","","","","","",""
1492,2195,"zidovudine","mitochondrial dysfunction in infants exposed in utero/ postnatally","40 poss","","","","","",""
1492,2028,"zidovudine","lipodystrophy","40 poss","","","","","",""
1492,190,"zidovudine","anaphylactic reaction","40 poss","","","","","",""
1492,1862,"zidovudine","insomnia","40 poss","","","","","",""
1492,184,"zidovudine","anaemia","40 poss","","","","","",""
1492,293,"zidovudine","autoimmune disorder","40 poss","","","","","",""
1492,368,"zidovudine","blood dyscrasia","40 poss","","","","","",""
1492,1234,"zidovudine","GI upset","40 poss","","","","","",""
1492,1255,"zidovudine","granulocytopenia","40 poss","","","","","",""
1492,1316,"zidovudine","headache","40 poss","","","","","",""
1492,1452,"zidovudine","hyperlactataemia","40 poss","","","","","",""
1500,3798,"ziprasidone","VTE","40 poss","","","","","",""
1500,2112,"ziprasidone","male sexual dysfunction","40 poss","","","","","",""
1500,3323,"ziprasidone","somnolence","40 poss","","","","","",""
1500,2405,"ziprasidone","NMS","40 poss","","","Y","","",""
1500,2523,"ziprasidone","orthostatic hypotension","40 poss","","","","","",""
1500,2800,"ziprasidone","priapism","40 poss","","","","","",""
1500,2963,"ziprasidone","rash","40 poss","","","","","",""
1500,3149,"ziprasidone","sedation","40 poss","","","","","",""
1500,2246,"ziprasidone","muscle rigidity","40 poss","","","","","",""
1500,3416,"ziprasidone","syncope","40 poss","","","","","",""
1500,3436,"ziprasidone","tachycardia","40 poss","","","","","",""
1500,3438,"ziprasidone","tardive dyskinesia","40 poss","","","","","",""
1500,3668,"ziprasidone","urinary incontinence","40 poss","","","","","",""
1500,933,"ziprasidone","dysphagia","40 poss","","","","","",""
1500,3808,"ziprasidone","weight change","40 poss","","","","","",""
1500,7698,"ziprasidone","cutaneous adverse reaction","40 poss","","","","","",""
1500,1862,"ziprasidone","insomnia","40 poss","","","","","",""
1500,3550,"ziprasidone","torsades de pointes","40 poss","","","","","",""
1500,205,"ziprasidone","angioedema","40 poss","","","","","",""
1500,126,"ziprasidone","agitation","40 poss","","","","","",""
1500,1006,"ziprasidone","enuresis","40 poss","","","","","",""
1500,133,"ziprasidone","akathisia","40 poss","","","","","",""
1500,1852,"ziprasidone","inj site pain","40 poss","","","","","",""
1500,255,"ziprasidone","arrhythmia","40 poss","","","","","",""
1500,270,"ziprasidone","asthenia","40 poss","","","","","",""
1500,395,"ziprasidone","BP change","40 poss","","","","","",""
1500,435,"ziprasidone","burning sensation","40 poss","","","","","",""
1500,890,"ziprasidone","dizziness","40 poss","","","","","",""
1500,1316,"ziprasidone","headache","40 poss","","","","","",""
1500,1728,"ziprasidone","incr QT interval","40 poss","","","","","",""
1500,898,"ziprasidone","DRESS","40 poss","","","","","",""
1500,1463,"ziprasidone","hyperprolactinaemia","40 poss","","","","","",""
1500,1234,"ziprasidone","GI upset","40 poss","","","","","",""
1500,1186,"ziprasidone","galactorrhoea","40 poss","","","","","",""
1500,1055,"ziprasidone","extrapyramidal disorder","40 poss","","","","","",""
1500,940,"ziprasidone","dystonia","40 poss","","","","","",""
1501,257,"zoledronic acid","arthralgia","40 poss","","","","","",""
1501,1116,"zoledronic acid","fatigue","40 poss","","","","","",""
1501,820,"zoledronic acid","dental cavity","40 poss","","","","","",""
1501,890,"zoledronic acid","dizziness","40 poss","","","","","",""
1501,1137,"zoledronic acid","fever","40 poss","","","","","",""
1501,848,"zoledronic acid","diaphyseal femoral atypical  fracture","40 poss","","","","","",""
1501,822,"zoledronic acid","dental pain","40 poss","","","","","",""
1501,1072,"zoledronic acid","eye pain","40 poss","","","","","",""
1501,616,"zoledronic acid","conjunctivitis","40 poss","","","","","",""
1501,520,"zoledronic acid","chills","40 poss","","","","","",""
1501,112,"zoledronic acid","AF","40 poss","","","","","",""
1501,270,"zoledronic acid","asthenia","40 poss","","","","","",""
1501,184,"zoledronic acid","anaemia","40 poss","","","","","",""
1501,154,"zoledronic acid","alopecia","40 poss","","","","","",""
1501,1234,"zoledronic acid","GI upset","40 poss","","","","","",""
1501,937,"zoledronic acid","dyspnoea","40 poss","","","","","",""
1501,387,"zoledronic acid","bone pain","40 poss","","","","","",""
1501,2583,"zoledronic acid","palpitation","40 poss","","","","","",""
1501,1316,"zoledronic acid","headache","40 poss","","","","","",""
1501,3696,"zoledronic acid","uveitis","40 poss","","","","","",""
1501,3670,"zoledronic acid","urinary retention","40 poss","","","","","",""
1501,3576,"zoledronic acid","transient hypocalcaemia","40 poss","","","","","",""
1501,3376,"zoledronic acid","subtrochanteric","40 poss","","","","","",""
1501,3102,"zoledronic acid","rib fracture","40 poss","","","","","",""
1501,3013,"zoledronic acid","renal dysfunction","40 poss","","","","","",""
1501,2664,"zoledronic acid","peripheral oedema","40 poss","","","","","",""
1501,2529,"zoledronic acid","osteonecrosis of other bones","40 poss","","","","","",""
1501,2480,"zoledronic acid","ONJ","40 poss","","","","","",""
1501,2268,"zoledronic acid","myalgia","40 poss","","","","","",""
1501,2265,"zoledronic acid","musculoskeletal stiffness","40 poss","","","","","",""
1501,2110,"zoledronic acid","malaise","40 poss","","","","","",""
1501,1996,"zoledronic acid","lethargy","40 poss","","","","","",""
1501,1479,"zoledronic acid","hyperthermia","40 poss","","","","","",""
1501,1467,"zoledronic acid","hypersensitivity","40 poss","","","","","",""
1501,1823,"zoledronic acid","influenza-like symptoms","40 poss","","","","","",""
1501,1653,"zoledronic acid","incr CRP","40 poss","","","","","",""
1501,1623,"zoledronic acid","incr blood creatinine","40 poss","","","","","",""
1501,2926,"zoledronic acid","RA","40 poss","","","","","",""
1501,1902,"zoledronic acid","iritis","40 poss","","","","","",""
1501,1476,"zoledronic acid","hypertension","40 poss","","","","","",""
1502,1234,"zolmitriptan","GI upset","40 poss","","","","","",""
1502,517,"zolmitriptan","chest pain","40 poss","","","","","",""
1502,2328,"zolmitriptan","neck pain","40 poss","","","","","",""
1502,2750,"zolmitriptan","polyuria","40 poss","","","","","",""
1502,2798,"zolmitriptan","pressure in throat","40 poss","","","","","",""
1502,2268,"zolmitriptan","myalgia","40 poss","","","","","",""
1502,561,"zolmitriptan","CNS disturbance","40 poss","","","","","",""
1502,908,"zolmitriptan","dry mouth","40 poss","","","","","",""
1502,2583,"zolmitriptan","palpitation","40 poss","","","","","",""
1502,933,"zolmitriptan","dysphagia","40 poss","","","","","",""
1502,270,"zolmitriptan","asthenia","40 poss","","","","","",""
1502,2253,"zolmitriptan","muscle weakness","40 poss","","","","","",""
1502,2020,"zolmitriptan","limb pain","40 poss","","","","","",""
1502,3578,"zolmitriptan","transient inc BP","40 poss","Elderly","","","","",""
1502,3528,"zolmitriptan","tight sensation","40 poss","","","","","",""
1502,3436,"zolmitriptan","tachycardia","40 poss","","","","","",""
1503,3779,"zolpidem tartrate","visual impairment","40 poss","","","","","",""
1503,527,"zolpidem tartrate","cholestatic hepatitis","40 poss","","","","","",""
1503,602,"zolpidem tartrate","confusion","40 poss","","","","","",""
1503,376,"zolpidem tartrate","blurred vision","40 poss","","","","","",""
1503,179,"zolpidem tartrate","amnesia","40 poss","","","","","",""
1503,238,"zolpidem tartrate","appetite disorder","40 poss","","","","","",""
1503,126,"zolpidem tartrate","agitation","40 poss","","","","","",""
1503,15,"zolpidem tartrate","abnormal behaviour","40 poss","","","","","",""
1503,1234,"zolpidem tartrate","GI upset","40 poss","","","","","",""
1503,12,"zolpidem tartrate","abdominal pain","40 poss","","","","","",""
1503,257,"zolpidem tartrate","arthralgia","40 poss","","","","","",""
1503,304,"zolpidem tartrate","back pain","40 poss","","","","","",""
1503,3816,"zolpidem tartrate","withdrawal","40 poss","","","","","",""
1503,196,"zolpidem tartrate","anger","40 poss","","","","","",""
1503,2404,"zolpidem tartrate","nightmares","40 poss","","","","","",""
1503,2949,"zolpidem tartrate","raised LFTs","40 poss","","","","","",""
1503,2977,"zolpidem tartrate","rebound insomnia","40 poss","","","","","",""
1503,3322,"zolpidem tartrate","somnambulism and assoc behaviour","40 poss","","Y","","","",""
1503,2076,"zolpidem tartrate","LRTI","40 poss","","","","","",""
1503,3540,"zolpidem tartrate","tolerance","40 poss","","","","","",""
1503,1368,"zolpidem tartrate","hepatocellular","40 poss","","","","","",""
1503,3681,"zolpidem tartrate","URTI","40 poss","","","","","",""
1503,1316,"zolpidem tartrate","headache","40 poss","","","","","",""
1503,2862,"zolpidem tartrate","psychiatric disturbance","40 poss","","","","","",""
1503,2603,"zolpidem tartrate","paradoxical reaction","40 poss","","","","","",""
1503,2268,"zolpidem tartrate","myalgia","40 poss","","","","","",""
1503,2328,"zolpidem tartrate","neck pain","40 poss","","","","","",""
1503,1039,"zolpidem tartrate","exacerbated insomnia","40 poss","","","","","",""
1503,700,"zolpidem tartrate","daytime drowsiness","40 poss","","","","","",""
1503,720,"zolpidem tartrate","decr consciousness","40 poss","","","","","",""
1503,1116,"zolpidem tartrate","fatigue","40 poss","","","","","",""
1503,2197,"zolpidem tartrate","mixed liver injury","40 poss","","","","","",""
1503,1307,"zolpidem tartrate","hallucination","40 poss","","","","","",""
1503,823,"zolpidem tartrate","dependence","40 poss","","","","","",""
1503,890,"zolpidem tartrate","dizziness","40 poss","","","","","",""
1504,560,"zonisamide","CNS depression","40 poss","","","","","",""
1504,149,"zonisamide","allergic reaction","40 poss","","","","","",""
1504,26,"zonisamide","abnormal gait","40 poss","","","","","",""
1504,275,"zonisamide","ataxia","40 poss","","","","","",""
1504,229,"zonisamide","anxiety","40 poss","","","","","",""
1504,212,"zonisamide","anorexia","40 poss","","","","","",""
1504,127,"zonisamide","agitation/ irritability","40 poss","","","","","",""
1504,3186,"zonisamide","serious skin reaction","40 poss","","","","","",""
1504,156,"zonisamide","altered cognitive function","40 poss","","","","","",""
1504,950,"zonisamide","ecchymosis","40 poss","","","","","",""
1504,2427,"zonisamide","nystagmus","40 poss","","","","","",""
1504,2345,"zonisamide","nephrolithiasis","40 poss","","","","","",""
1504,2569,"zonisamide","pain","40 poss","","","","","",""
1504,2585,"zonisamide","pancreatitis","40 poss","","","","","",""
1504,3328,"zonisamide","speech disorder","40 poss","","","","","",""
1504,3607,"zonisamide","tremor","40 poss","","","","","",""
1504,3695,"zonisamide","UTI","40 poss","","","","","",""
1504,860,"zonisamide","diplopia","40 poss","","","","","",""
1504,3723,"zonisamide","vasodilatation","40 poss","","","","","",""
1504,3757,"zonisamide","viral infection","40 poss","","","","","",""
1504,1479,"zonisamide","hyperthermia","40 poss","","","","","",""
1504,890,"zonisamide","dizziness","40 poss","","","","","",""
1504,2161,"zonisamide","metabolic acidosis","40 poss","","","","","",""
1504,2253,"zonisamide","muscle weakness","40 poss","","","","","",""
1504,3813,"zonisamide","weight loss","40 poss","","","","","",""
1504,1163,"zonisamide","flu-like illness","40 poss","","","","","",""
1504,2474,"zonisamide","oligohidrosis","40 poss","","","","","",""
1504,3323,"zonisamide","somnolence","40 poss","","","","","",""
1504,1776,"zonisamide","incr suicide risk","40 poss","","","","","",""
1504,1862,"zonisamide","insomnia","40 poss","","","","","",""
1504,1970,"zonisamide","language abnormality","40 poss","","","","","",""
1504,2269,"zonisamide","myasthenia","40 poss","","","","","",""
1504,2606,"zonisamide","paraesthesia","40 poss","","","","","",""
1504,12,"zonisamide","abdominal pain","40 poss","","","","","",""
1504,3127,"zonisamide","schizophrenic/ schizophreniform behaviour","40 poss","","","","","",""
1504,2685,"zonisamide","pharyngitis","40 poss","","","","","",""
1505,899,"zopiclone","drowsiness","40 poss","","","","","",""
1505,2977,"zopiclone","rebound insomnia","40 poss","","","","","",""
1505,1316,"zopiclone","headache","40 poss","","","","","",""
1505,1600,"zopiclone","inappropriate behaviour","40 poss","","","","","",""
1505,2404,"zopiclone","nightmares","40 poss","","","","","",""
1505,2583,"zopiclone","palpitation","40 poss","Elderly","","","","",""
1505,2606,"zopiclone","paraesthesia","40 poss","","","","","",""
1505,1116,"zopiclone","fatigue","40 poss","","","","","",""
1505,1538,"zopiclone","hypotonia","40 poss","","","","","",""
1505,2963,"zopiclone","rash","40 poss","","","","","",""
1505,15,"zopiclone","abnormal behaviour","40 poss","","","","","",""
1505,937,"zopiclone","dyspnoea","40 poss","","","","","",""
1505,3298,"zopiclone","sleep driving","40 poss","","","","","",""
1505,3328,"zopiclone","speech disorder","40 poss","","","","","",""
1505,3303,"zopiclone","sleepwalking","40 poss","","","","","",""
1505,3323,"zopiclone","somnolence","40 poss","","","","","",""
1505,1234,"zopiclone","GI upset","40 poss","","","","","",""
1505,1307,"zopiclone","hallucination","40 poss","","","","","",""
1505,1103,"zopiclone","falls","40 poss","Elderly","","","","",""
1505,908,"zopiclone","dry mouth","40 poss","","","","","",""
1505,602,"zopiclone","confusion","40 poss","","","","","",""
1505,376,"zopiclone","blurred vision","40 poss","","","","","",""
1505,960,"zopiclone","ejaculation failure","40 poss","","","","","",""
1505,344,"zopiclone","bitter taste","40 poss","","","","","",""
1505,3682,"zopiclone","urticaria","40 poss","","","","","",""
1505,229,"zopiclone","anxiety","40 poss","","","","","",""
1505,1595,"zopiclone","impotence","40 poss","","","","","",""
1505,126,"zopiclone","agitation","40 poss","","","","","",""
1505,3079,"zopiclone","retrograde amnesia","40 poss","","","","","",""
1505,122,"zopiclone","aggression","40 poss","","","","","",""
1505,890,"zopiclone","dizziness","40 poss","","","","","",""
1505,51,"zopiclone","abuse","40 poss","","","","","",""
1505,829,"zopiclone","depression","40 poss","","","","","",""
1505,823,"zopiclone","dependence","40 poss","","","","","",""
1505,630,"zopiclone","coordination abnormality","40 poss","","","","","",""
1505,216,"zopiclone","anterograde amnesia","40 poss","","","","","",""
7,932,"acarbose","dyspepsia","30 uncommon","","","","","",""
7,2327,"acarbose","nausea","30 uncommon","","","","","",""
7,3796,"acarbose","vomiting","30 uncommon","","","","","",""
15,461,"aclidinium","cardiac failure","30 uncommon","","","","","",""
15,842,"aclidinium","diabetes","30 uncommon","","","","","",""
18,2096,"adalimumab","lymphoma","30 uncommon","","","","","",""
107,190,"atomoxetine","anaphylactic reaction","30 uncommon","Adults","","","","",""
107,205,"atomoxetine","angioedema","30 uncommon","Adults","","","","",""
107,1467,"atomoxetine","hypersensitivity","30 uncommon","Adults","","","","",""
436,2878,"dexamphetamine sulfate","psychotic episode","30 uncommon","","","","","",""
621,872,"fluvoxamine maleate","discontinuation symptoms","30 uncommon","","","","","",""
621,924,"fluvoxamine maleate","dysgeusia","30 uncommon","","","","","",""
621,1463,"fluvoxamine maleate","hyperprolactinaemia","30 uncommon","","","","","",""
621,3818,"fluvoxamine maleate","withdrawal symptoms","30 uncommon","","","","","",""
621,3808,"fluvoxamine maleate","weight change","30 uncommon","","","","","",""
621,1519,"fluvoxamine maleate","hyponatraemia","30 uncommon","","","","","",""
621,1307,"fluvoxamine maleate","hallucination","30 uncommon","","","","","",""
621,2273,"fluvoxamine maleate","mydriasis","30 uncommon","","","","","",""
621,2150,"fluvoxamine maleate","menstrual disorder","30 uncommon","","","","","",""
621,602,"fluvoxamine maleate","confusion","30 uncommon","","","","","",""
621,2175,"fluvoxamine maleate","micturition abnormality","30 uncommon","","","","","",""
621,2268,"fluvoxamine maleate","myalgia","30 uncommon","","","","","",""
621,1241,"fluvoxamine maleate","glaucoma","30 uncommon","","","","","",""
621,3389,"fluvoxamine maleate","suicidality","30 uncommon","","","","","",""
621,214,"fluvoxamine maleate","anorgasmia","30 uncommon","","","","","",""
621,257,"fluvoxamine maleate","arthralgia","30 uncommon","","","","","",""
621,2407,"fluvoxamine maleate","NMS-like syndrome","30 uncommon","","","Y","","",""
621,1531,"fluvoxamine maleate","hypotension","30 uncommon","","","","","",""
621,678,"fluvoxamine maleate","cutaneous hypersensitivity","30 uncommon","","","","","",""
621,2606,"fluvoxamine maleate","paraesthesia","30 uncommon","","","","","",""
621,381,"fluvoxamine maleate","bone fracture","30 uncommon","Elderly","","","","",""
621,3189,"fluvoxamine maleate","serotonin syndrome","30 uncommon","","","Y","","",""
621,1294,"fluvoxamine maleate","haemorrhage","30 uncommon","","","","","",""
621,133,"fluvoxamine maleate","akathisia","30 uncommon","","","","","",""
635,1348,"fulvestrant","hepatic failure","30 uncommon","","","","","",""
635,1359,"fulvestrant","hepatitis","30 uncommon","","","","","",""
635,766,"fulvestrant","decr platelet count","30 uncommon","","","","","",""
915,890,"methyl aminolevulinate hydrochloride","dizziness","30 uncommon","","","","","",""
915,1072,"methyl aminolevulinate hydrochloride","eye pain","30 uncommon","","","","","",""
915,1116,"methyl aminolevulinate hydrochloride","fatigue","30 uncommon","","","","","",""
915,1316,"methyl aminolevulinate hydrochloride","headache","30 uncommon","","","","","",""
915,2963,"methyl aminolevulinate hydrochloride","rash","30 uncommon","","","","","",""
915,1916,"methyl aminolevulinate hydrochloride","irritation","30 uncommon","","","","","",""
915,2327,"methyl aminolevulinate hydrochloride","nausea","30 uncommon","","","","","",""
957,2908,"mometasone furoate","pustular formation","30 uncommon","","","","","",""
957,2710,"mometasone furoate","pimples","30 uncommon","","","","","",""
957,2593,"mometasone furoate","papular","30 uncommon","","","","","",""
957,1182,"mometasone furoate","furunculosis","30 uncommon","","","","","",""
957,833,"mometasone furoate","dermatitis","30 uncommon","","","","","",""
957,1692,"mometasone furoate","incr lesion size","30 uncommon","","","","","",""
957,116,"mometasone furoate","aggravated allergy","30 uncommon","","","","","",""
957,2606,"mometasone furoate","paraesthesia","30 uncommon","","","","","",""
957,1169,"mometasone furoate","folliculitis","30 uncommon","","","","","",""
957,50,"mometasone furoate","abscess formation","30 uncommon","","","","","",""
957,1031,"mometasone furoate","erythema","30 uncommon","","","","","",""
957,911,"mometasone furoate","dry skin","30 uncommon","","","","","",""
1038,2548,"oxaliplatin","ototoxicity","30 uncommon","","","","","",""
1115,149,"phenol","allergic reaction","30 uncommon","","","","","",""
1115,454,"phenol","cardiac collapse","30 uncommon","","","","","",""
1115,2914,"phenol","pyrexia","30 uncommon","","","","","",""
1115,255,"phenol","arrhythmia","30 uncommon","","","","","",""
1208,2358,"rabeprazole sodium","nervousness","30 uncommon","","","","","",""
1208,2664,"rabeprazole sodium","peripheral oedema","30 uncommon","","","","","",""
1208,3323,"rabeprazole sodium","somnolence","30 uncommon","","","","","",""
1208,3695,"rabeprazole sodium","UTI","30 uncommon","","","","","",""
1208,1137,"rabeprazole sodium","fever","30 uncommon","","","","","",""
1208,908,"rabeprazole sodium","dry mouth","30 uncommon","","","","","",""
1208,520,"rabeprazole sodium","chills","30 uncommon","","","","","",""
1208,381,"rabeprazole sodium","bone fracture","30 uncommon","","","","","",""
1252,3381,"rotigotine","sudden onset sleep","30 uncommon","","","","","",""
1327,1232,"sorafenib","GI perforation","30 uncommon","","","","","",""
1344,3352,"sulthiame","Stevens-Johnson syndrome","30 uncommon","","","","","",""
3,190,"abatacept","anaphylactic reaction","20 rare","","","","","",""
4,1112,"abciximab rmc","fatal bleed","20 rare","","","","","",""
7,2039,"acarbose","liver injury","20 rare","","","","","",""
7,1932,"acarbose","jaundice","20 rare","","","","","",""
7,1359,"acarbose","hepatitis","20 rare","","","","","",""
7,2460,"acarbose","oedema","20 rare","","","","","",""
7,1178,"acarbose","fulminant","20 rare","","","","","",""
8,2299,"acetazolamide","myopia","20 rare","","","","","",""
8,2701,"acetazolamide","photosensitivity","20 rare","","","","","",""
11,3402,"acetylcholine chloride","sweating","20 rare","","","","","",""
11,3427,"acetylcholine chloride","systemic effects effects","20 rare","","","","","",""
11,1531,"acetylcholine chloride","hypotension","20 rare","","","","","",""
11,413,"acetylcholine chloride","breathing difficulty","20 rare","","","","","",""
11,399,"acetylcholine chloride","bradycardia","20 rare","","","","","",""
11,1164,"acetylcholine chloride","flushing","20 rare","","","","","",""
14,2662,"acitretin","peripheral neuropathy","20 rare","","","","","",""
14,2856,"acitretin","pseudotumour cerebri","20 rare","","","","","",""
29,363,"aflibercept","blindness","20 rare","","","","","",""
32,1307,"agomelatine","hallucination","20 rare","","","","","",""
32,1359,"agomelatine","hepatitis","20 rare","","","","","",""
33,1932,"albendazole","jaundice","20 rare","","","","","",""
33,3494,"albendazole","thrombocytopenia","20 rare","","","","","",""
33,1371,"albendazole","hepatocellular damage","20 rare","","","","","",""
33,2454,"albendazole","ocular maculopathy","20 rare","","","","","",""
33,2586,"albendazole","pancytopenia","20 rare","","","","","",""
34,190,"albumin, human","anaphylactic reaction","20 rare","","","","","",""
34,1467,"albumin, human","hypersensitivity","20 rare","","","","","",""
34,2963,"albumin, human","rash","20 rare","","","","","",""
34,3682,"albumin, human","urticaria","20 rare","","","","","",""
36,204,"alendronic acid","angio/ peripheral oedema","20 rare","","","","","",""
36,3413,"alendronic acid","symptomatic hypocalcaemia","20 rare","","","","","",""
36,3132,"alendronic acid","scleritis","20 rare","","","","","",""
36,3696,"alendronic acid","uveitis","20 rare","","","","","",""
36,3285,"alendronic acid","skin reaction","20 rare","","","","","",""
36,1020,"alendronic acid","episcleritis","20 rare","","","","","",""
36,2480,"alendronic acid","ONJ","20 rare","","","","","",""
41,128,"alimemazine (trimeprazine) tartrate","agranulocytosis","20 rare","","","","","",""
48,2949,"alprazolam","raised LFTs","20 rare","","","","","",""
48,1531,"alprazolam","hypotension","20 rare","","","","","",""
48,368,"alprazolam","blood dyscrasia","20 rare","","","","","",""
48,1686,"alprazolam","incr IOP","20 rare","","","","","",""
48,1932,"alprazolam","jaundice","20 rare","","","","","",""
48,2603,"alprazolam","paradoxical reaction","20 rare","","","","","",""
50,529,"alteplase","cholesterol embolism","20 rare","","","","","",""
54,644,"amantadine hydrochloride","corneal lesion","20 rare","","","","","",""
54,929,"amantadine hydrochloride","dyskinesia","20 rare","","","","","",""
54,1044,"amantadine hydrochloride","exanthema","20 rare","","","","","",""
54,3150,"amantadine hydrochloride","seizure","20 rare","","","","","",""
54,3670,"amantadine hydrochloride","urinary retention","20 rare","","","","","",""
54,1602,"amantadine hydrochloride","incontinence","20 rare","","","","","",""
54,2963,"amantadine hydrochloride","rash","20 rare","","","","","",""
56,3150,"amifostine","seizure","20 rare","","","","","",""
64,1359,"amitriptyline hydrochloride","hepatitis","20 rare","","","","","",""
65,1612,"amlodipine","incr angina initially and at dose incr","20 rare","","","","","",""
70,416,"amorolfine","broken nails","20 rare","","","","","",""
70,866,"amorolfine","discoloured nails","20 rare","","","","","",""
70,415,"amorolfine","brittle nails","20 rare","","","","","",""
71,190,"amoxicillin","anaphylactic reaction","20 rare","","","","","",""
